,first_review,div1_slope,div2_slope,div3_slope,div4_slope,total_slope,div1_mean,div2_mean,div3_mean,div4_mean,total_mean,div1_kurtosis,div2_kurtosis,div3_kurtosis,div4_kurtosis,total_kurtosis,div1_skew,div2_skew,div3_skew,div4_skew,total_skew,div1_median,div2_median,div3_median,div4_median,total_median,div1_std,div2_std,div3_std,div4_std,total_std,div1_var,div2_var,div3_var,div4_var,total_var,div1_number_reviews,div2_number_reviews,div3_number_reviews,div4_number_reviews,total_number_reviews,div1_avg_length_reviews,div2_avg_length_reviews,div3_avg_length_reviews,div4_avg_length_reviews,total_avg_length_reviews,div1_food_quality,div2_food_quality,div3_food_quality,div4_food_quality,total_food_quality,div1_menu,div2_menu,div3_menu,div4_menu,total_menu,div1_service,div2_service,div3_service,div4_service,total_service,div1_value,div2_value,div3_value,div4_value,total_value,michelin__0.5,michelin__1.0,target
0,0.495104895104895,0.5045454545454545,1.0,0.6113497613497614,0.0,0.7466666666666667,0.0,0.625,1.0,0.53125,0.6461538461538461,0.0,0.2686567164179102,0.0,0.2857142857142857,1.0,0.37979589711327194,0.4762032017355871,0.333333333333334,0.5000000000000001,0.09709851579779893,0.0,0.5,1.0,0.4999999999999999,0.75,0.6672818130038182,1.0,0.5551675162325292,1.0,0.7736773888816717,0.6212121212121212,1.0,0.37990229467502196,1.0,0.6916946308724834,0.0,0.18181818181818182,0.0,0.125,0.08823529411764705,0.0,0.4126432789162904,0.0,0.12612821106225408,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3529411764705882,0.3636363636363636,0.23595505617977527,1.0,0.75,0.0,0.3333333333333333,0.7484276729559749,0.0,0.0,0.7894736842105263,0.25,0.44680851063829785,0.0,0.0,1
1,0.34825174825174826,0.55,0.4909090909090909,0.652014652014652,0.7857142857142857,0.875802117907381,0.25,0.5681818181818175,0.8041958041958043,0.20138888888888895,0.5035343035343036,1.0,0.27761194029850744,0.19815668202765002,0.8910035419126328,0.713078986188763,1.0000000000000002,0.5341648096348689,0.3837285964012307,0.7554124026948799,0.08038445906813552,0.0,0.0,0.6000000000000001,0.0,0.5,0.7071067811865475,0.7385489458759962,0.5419467627971346,0.5826715823167509,0.8321460756361263,0.4999999999999999,0.5454545454545451,0.29370629370629375,0.3395061728395062,0.7667478833812954,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.22968197879858657,0.5496226593829928,0.6367859222358802,0.7390264599244001,0.6540561814335613,0.25,0.0,0.07692307692307693,0.0,0.08108108108108109,0.0,0.0,0.3529411764705882,0.3636363636363636,0.23595505617977527,0.0,0.40909090909090906,0.23076923076923078,0.3333333333333333,0.2962774094849567,0.0,0.0,0.7894736842105263,0.6666666666666667,0.648073605520414,0.0,0.0,1
2,0.3104895104895105,0.5,0.5357142857142857,0.5714285714285714,0.8285714285714285,0.8036363636363636,0.0,0.7142857142857144,0.7402597402597403,0.0,0.3846153846153846,0.0,0.2910447761194025,0.40725806451612967,0.9285714285714288,0.43404721526196777,0.37979589711327194,0.3845578528319199,0.1833333333333341,0.0,0.34163031245339337,0.0,1.0,0.6000000000000001,0.0,0.5,0.0,0.7559289460184544,0.7895420339517227,0.21081851067789198,0.9792929943280124,0.0,0.5714285714285714,0.6233766233766233,0.044444444444444446,0.969798657718121,0.3333333333333333,0.6363636363636364,0.49999999999999994,0.5,0.5294117647058824,0.178886925795053,0.4490646553862948,0.6830229484560856,0.483684332330479,0.5185573023916115,0.5,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.3529411764705882,0.10909090909090902,0.10861423220973784,0.5,0.42857142857142855,0.2857142857142857,0.06666666666666665,0.3710691823899371,0.0,0.0,0.7894736842105263,0.7,0.6595744680851063,0.0,0.0,0
3,0.24195804195804188,1.0,0.6,0.6666666666666666,0.8857142857142857,0.9702564102564103,0.5,0.625,1.0,0.921875,1.0,0.4285714285714285,0.2686567164179102,0.0,0.6666666666666667,0.3299498912744732,0.37979589711327194,0.4762032017355871,0.333333333333334,0.11509982054024964,0.2277223150787303,0.5,0.5,1.0,0.9999999999999999,1.0,1.0,0.8164965809277259,0.0,0.2357022603955158,0.0,1.0,0.6666666666666665,0.0,0.05555555555555554,0.0,0.3333333333333333,0.36363636363636365,0.25,0.375,0.32352941176470584,0.9999999999999999,0.7964571031608196,0.7158326324642557,0.11455681555195552,0.9767445129279144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3529411764705882,0.3636363636363636,0.23595505617977527,0.0,0.75,0.5,1.0,1.0,0.0,0.0,0.7894736842105263,1.0,0.7446808510638298,0.0,0.0,0
4,0.3874125874125874,0.0,0.25,0.6,0.8571428571428571,0.8102564102564103,0.5,0.4166666666666661,0.7818181818181819,0.375,0.5881656804733724,0.4285714285714285,0.4029850746268658,0.22580645161290336,0.0,0.32649044239298525,0.37979589711327194,0.7006875438489073,0.4666666666666667,0.5000000000000001,0.7452665284662445,0.5,0.0,0.6000000000000001,0.33333333333333337,0.5,1.0,0.8164965809277259,0.5720775535473555,0.0,0.3494841000414908,1.0,0.6666666666666665,0.32727272727272744,0.0,0.24304038759382066,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.25,0.2941176470588235,0.3509275618374559,0.5337501447261781,0.4583179142136249,0.939983028619918,0.6396380713791057,1.0,0.6666666666666666,0.2,1.0,0.9230769230769231,0.0,0.0,0.3529411764705882,0.3636363636363636,0.23595505617977527,0.0,0.0,0.2,0.3333333333333333,0.07111756168359942,0.0,0.0,0.7894736842105263,0.5,0.6072013093289689,0.0,0.0,0
5,0.393006993006993,0.25,0.4575757575757576,0.703030303030303,0.8435374149659863,0.9370967741935484,0.666666666666667,0.75,0.9008264462809917,0.921875,0.9826923076923073,0.6428571428571436,0.313432835820895,0.3951612903225817,0.6666666666666667,0.26750936731527525,0.0,0.34659710638760666,0.0,0.11509982054024964,0.31487857275464737,1.0,1.0,1.0,0.9999999999999999,1.0,0.816496580927726,0.7302967433402215,0.48786937690904514,0.2182178902359924,0.01478185887183836,0.6666666666666667,0.5333333333333333,0.23801652892562,0.04761904761904762,0.007963244546979803,0.6666666666666667,0.9090909090909092,0.8333333333333333,0.875,0.8529411764705882,0.41769729093050645,0.9217089267106633,0.6211942809083264,0.6396088868317518,0.925708417375904,0.0,0.0,0.09090909090909091,1.0,0.09375,0.3333333333333333,0.6000000000000001,0.5882352941176471,0.3636363636363636,0.5702247191011236,0.3333333333333333,0.6000000000000001,0.18181818181818182,0.6666666666666666,0.6108490566037736,0.0,0.0,0.7894736842105263,1.0,0.7446808510638298,1.0,0.0,0
6,0.38461538461538464,0.5045454545454545,0.5,1.0,0.7142857142857142,0.8315151515151515,1.0,0.8333333333333339,0.7575757575757575,0.6875,0.7969230769230768,0.0,0.4029850746268658,0.2903225806451622,0.42857142857142855,0.49586512433858176,0.37979589711327194,0.2517188596222669,0.564273441009185,0.5000000000000001,0.4092457260766365,1.0,1.0,0.6000000000000001,0.6666666666666666,0.75,0.6672818130038182,0.8164965809277259,0.6030226891555273,0.47140452079103173,0.26597142478420543,0.6212121212121212,0.6666666666666665,0.36363636363636376,0.22222222222222227,0.17456375838926178,0.0,0.2727272727272727,0.16666666666666669,0.25,0.2058823529411765,0.3113957597173145,0.8287599861062869,0.9581440986823662,0.6742266450667282,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3529411764705882,0.3636363636363636,0.503370786516854,0.0,0.0,0.3333333333333333,0.7777777777777777,0.3962264150943397,0.0,0.0,0.7894736842105263,1.0,0.7446808510638298,0.0,0.0,0
7,0.5174825174825175,1.0,0.6,0.47619047619047616,0.8857142857142857,0.7983660130718955,0.5,0.25,0.6363636363636364,0.140625,0.3484162895927603,0.4285714285714285,0.8731343283582075,0.5806451612903236,0.4651711924439197,0.850677081866351,0.37979589711327194,0.9524064034711742,0.333333333333334,0.3355392665939472,0.15010894417636667,0.5,0.0,0.6000000000000001,0.16666666666666663,0.5,1.0,0.6324555320336757,0.6605782590758164,0.45133546692422005,0.7086389491722715,1.0,0.39999999999999974,0.43636363636363645,0.20370370370370375,0.6119690671373169,0.3333333333333333,0.4545454545454546,0.4166666666666667,0.375,0.4117647058823529,0.31426678445229683,0.6177144841959014,0.4103027754415475,0.4538879888914602,0.5126331538174378,0.0,0.0,0.16666666666666666,1.0,0.1764705882352941,0.5,0.0,0.3529411764705882,0.3636363636363636,0.3932584269662921,0.5,0.0,0.3333333333333333,0.0,0.17869034406215317,0.0,0.0,0.7894736842105263,0.625,0.639549436795995,0.0,0.0,0
8,0.4447552447552447,0.5045454545454545,0.0,0.0,0.2857142857142857,0.7333333333333334,1.0,0.625,0.8181818181818182,0.6875,0.8153846153846156,0.0,0.2686567164179102,0.19354838709677458,0.2857142857142857,0.5742419132325287,0.37979589711327194,0.4762032017355871,0.333333333333334,0.5000000000000001,0.28313886067942884,1.0,0.5,0.8,0.6666666666666666,1.0,0.6672818130038182,1.0,0.7385489458759964,0.6666666666666667,0.3478183778092403,0.6212121212121212,1.0,0.5454545454545456,0.44444444444444464,0.2416107382550335,0.0,0.18181818181818182,0.08333333333333333,0.125,0.11764705882352941,0.196113074204947,1.0,0.20121951219512194,0.39863457532978475,0.5855336673952309,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3529411764705882,0.3636363636363636,0.23595505617977527,1.0,0.0,0.0,1.0,0.6226415094339623,0.0,0.0,0.7894736842105263,1.0,0.7446808510638298,0.0,0.0,0
9,0.5609973285841496,0.55,0.3632837750484809,0.25145442792501616,0.6853146853146852,0.8649231022971123,0.25,0.786324786324786,0.705357142857143,0.08333333333333337,0.5322418977614434,0.21052631578947334,0.11052631578947347,0.5302541280962898,0.27839074615482406,0.13355721038956797,0.6287623093404584,0.5777194535639498,0.20954419986563882,0.5370552181848441,0.5544130700526393,0.0,1.0,0.6666666666666666,0.0,0.5,0.7071067811865475,0.2848410665126028,0.6793662204867571,0.557773351022717,0.8851731423129352,0.4999999999999999,0.16211293260473586,0.46153846153846106,0.3111111111111111,0.8435393635603617,0.23076923076923078,0.23076923076923078,0.24528301886792453,0.23076923076923075,0.2356687898089172,0.42051948051948057,0.25828124661854424,0.4018931784040108,0.2961314129270325,0.29073098043821866,0.0,0.23076923076923078,0.5227272727272727,0.6470588235294118,0.27083412358229336,0.0,0.6923076923076923,0.44999999999999996,0.027906976744186074,0.1732991014120667,0.25,0.4437869822485207,0.71875,0.619811320754717,0.7439112696702637,0.0,0.5114345114345115,0.27761194029850744,0.8200000000000001,0.3526093088857546,0.0,0.0,1
